Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,torque,seats,selling_price
Maruti,Maruti Wagon R,2007,70000.0,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5,150000.0
Hyundai,Hyundai EON Era,2017,15151.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,300000.0
Mahindra,Mahindra Scorpio 1.99,2015,60000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7,630000.0
Hyundai,Hyundai i10 Era,2011,100000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5,206000.0
Maruti,Maruti Wagon R,2006,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,70000.0
Hyundai,Hyundai Grand i10,2019,7000.0,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5,567000.0
Maruti,Maruti Wagon R,2005,35000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,65000.0
Maruti,Maruti Swift Dzire,2016,60000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,550000.0
Hyundai,Hyundai i10 Magna,2010,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5,140000.0
Renault,Renault KWID RXT,2016,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,300000.0
Ford,Ford EcoSport 1.5,2013,70000.0,Petrol,Individual,Manual,Second Owner,15.85,1499.0,110.4,140Nm@ 4400rpm,5,500000.0
Hyundai,Hyundai Grand i10,2015,128000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,400000.0
Maruti,Maruti Swift VDI,2011,160000.0,Diesel,Individual,Manual,Second Owner,,,,,,340000.0
Toyota,Toyota Innova 2.5,2012,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,850000.0
Maruti,Maruti Swift VDI,2014,15000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,570000.0
Maruti,Maruti Swift Dzire,2017,60000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,699000.0
Honda,Honda Brio Exclusive,2013,80000.0,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5,355000.0
Maruti,Maruti Swift Dzire,2016,80000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,690000.0
Ford,Ford Fiesta 1.4,2006,114321.0,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,"16.3@ 2,000(kgm@ rpm)",5,180000.0
Tata,Tata Indica Vista,2013,120000.0,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5,200000.0
Mahindra,Mahindra Scorpio VLX,2012,120000.0,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8,575000.0
Toyota,Toyota Etios Liva,2014,146000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,170Nm@ 1800-2400rpm,5,415000.0
Hyundai,Hyundai i10 Magna,2012,30000.0,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,99.04Nm@ 4500rpm,5,350000.0
Hyundai,Hyundai EON D,2017,20000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,350000.0
Toyota,Toyota Platinum Etios,2017,150000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,170Nm@ 1800-2400rpm,5,632000.0
Maruti,Maruti Eeco CNG,2014,70000.0,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,85Nm@ 3000rpm,5,325000.0
Hyundai,Hyundai Elantra SX,2013,90000.0,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5,511000.0
Honda,Honda City 1.5,2010,100000.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5,300000.0
Maruti,Maruti Wagon R,2005,188000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,70000.0
Hyundai,Hyundai i10 Sportz,2008,100000.0,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5,180000.0
Jaguar,Jaguar XE 2016-2019,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,2711000.0
Lexus,Lexus ES 300h,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,5150000.0
Jaguar,Jaguar XF 2,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,3200000.0
Tata,Tata Safari Storme,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,503000.0
Volvo,Volvo XC40 D4,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,3800000.0
Toyota,Toyota Camry 2.5,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,2000000.0
Maruti,Maruti Wagon R,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5,225000.0
Maruti,Maruti Baleno Alpha,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,740000.0
Honda,Honda Jazz VX,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,550000.0
Toyota,Toyota Innova 2.5,2013,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,750000.0
Maruti,Maruti Swift AMT,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,650000.0
Toyota,Toyota Etios VX,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5,625000.0
Maruti,Maruti Swift AMT,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,600000.0
Hyundai,Hyundai Grand i10,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5,450000.0
BMW,BMW X4 M,2019,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,5400000.0
BMW,BMW X4 M,2019,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,5500000.0
Honda,Honda Amaze V,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5,779000.0
Skoda,Skoda Rapid 1.6,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5,645000.0
Volvo,Volvo V40 D3,2018,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5,2475000.0
Hyundai,Hyundai i20 1.2,2017,37333.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,730000.0
Maruti,Maruti Ertiga VDI,2014,15000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,450000.0
Hyundai,Hyundai Sonata 2.4,2012,330000.0,Petrol,Individual,Manual,Second Owner,13.44,2359.0,198.25,250Nm@ 4250rpm,5,550000.0
Maruti,Maruti Wagon R,2017,60000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5,420000.0
Toyota,Toyota Etios GD,2016,80000.0,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,170Nm@ 1800-2400rpm,5,509999.0
Toyota,Toyota Innova 2.5,2015,110000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7,905000.0
Maruti,Maruti Swift VDI,2010,134000.0,Diesel,Individual,Manual,Second Owner,,,,,,240000.0
Maruti,Maruti Alto LX,2011,72000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,140000.0
Toyota,Toyota Innova 2.5,2006,140000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,300000.0
Maruti,Maruti Ritz LXi,2015,80000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5,300000.0
Maruti,Maruti Swift Dzire,2010,120000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,225000.0
Toyota,Toyota Innova 2.5,2015,90000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,8,860000.0
Renault,Renault Duster 85PS,2012,100000.0,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,200Nm@ 1900rpm,5,400000.0
Maruti,Maruti Swift Dzire,2009,90000.0,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,114Nm@ 4000rpm,5,190000.0
Honda,Honda Amaze VX,2013,140000.0,Diesel,Individual,Manual,Third Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5,350000.0
Chevrolet,Chevrolet Spark 1,2010,120000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5,75000.0
Maruti,Maruti Vitara Brezza,2019,35000.0,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,860000.0
Maruti,Maruti Alto K10,2014,50000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5,250000.0
Hyundai,Hyundai Verna 1.4,2017,82000.0,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,219.7Nm@ 1750-2750rpm,5,700000.0
Maruti,Maruti Swift VDI,2014,70000.0,Diesel,Individual,Manual,Third Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,399000.0
Maruti,Maruti Ritz LXi,2016,90000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5,320000.0
Toyota,Toyota Fortuner 4x2,2015,60000.0,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7,2000000.0
Skoda,Skoda Octavia Ambition,2014,79000.0,Diesel,Individual,Manual,Second Owner,20.6,1968.0,141.0,320Nm@ 1750-3000rpm,5,1100000.0
Toyota,Toyota Innova 2.5,2011,291000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7,750000.0
Toyota,Toyota Innova 2.5,2010,250000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7,750000.0
Mahindra,Mahindra Bolero 2011-2019,2018,20000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9,530000.0
Maruti,Maruti Ciaz ZDi,2017,53000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5,750000.0
Nissan,Nissan Micra XV,2017,21500.0,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,104Nm@ 4400rpm,5,560000.0
Tata,Tata Tiago 1.05,2017,89000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5,450000.0
Maruti,Maruti Swift Dzire,2013,35000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5,459999.0
Maruti,Maruti Zen Estilo,2013,43000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,90Nm@ 3500rpm,5,235000.0
Hyundai,Hyundai Santro Xing,2009,80000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,180000.0
Hyundai,Hyundai Santro Xing,2007,80000.0,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,"9.8@ 3,000(kgm@ rpm)",5,140000.0
Hyundai,Hyundai i20 Asta,2014,110000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,620000.0
Hyundai,Hyundai EON Era,2012,100000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,190000.0
Hyundai,Hyundai EON Sportz,2018,25000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,380000.0
Ford,Ford EcoSport S,2019,20000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,1145000.0
Tata,Tata Zest Quadrajet,2017,70000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5,540000.0
Toyota,Toyota Innova 2.5,2011,197000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7,800000.0
Maruti,Maruti Wagon R,2006,100000.0,Petrol,Individual,Manual,Second Owner,14.0,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",5,150000.0
Maruti,Maruti 800 Std,1995,70000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,55000.0
Mahindra,Mahindra XUV500 W10,2015,140000.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7,919999.0
Maruti,Maruti Esteem LX,2008,86000.0,Petrol,Individual,Manual,Second Owner,,,,,,75000.0
Maruti,Maruti Alto LXi,2009,50000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,135000.0
Tata,Tata Tiago 1.2,2017,40300.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5,340000.0
Toyota,Toyota Innova 2.5,2010,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,525000.0
Maruti,Maruti Celerio VXI,2016,25000.0,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5,411000.0
Maruti,Maruti Wagon R,2010,155000.0,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,150000.0
Honda,Honda Jazz 1.2,2015,50000.0,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,110Nm@ 4800rpm,5,575000.0
Hyundai,Hyundai i20 Asta,2017,30030.0,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,595000.0
Hyundai,Hyundai Xcent 1.2,2017,29029.0,Petrol,Dealer,Manual,First Owner,19.1,1197.0,82.0,114Nm@ 4000rpm,5,525000.0
Maruti,Maruti Ritz VDi,2012,72072.0,Diesel,Dealer,Manual,First Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5,335000.0
Ford,Ford Figo Diesel,2012,54000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5,300000.0
Hyundai,Hyundai i20 2015-2017,2012,82082.0,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,415000.0
Mahindra,Mahindra XUV500 W8,2016,48000.0,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7,925000.0
Maruti,Maruti Ertiga BSIV,2016,20000.0,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,130Nm@ 4000rpm,7,750000.0
Hyundai,Hyundai Verna CRDi,2018,49000.0,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,259.87nm@ 1500-3000rpm,5,1150000.0
Datsun,Datsun GO Plus,2015,35000.0,Petrol,Individual,Manual,Third Owner,19.44,1198.0,67.0,104Nm@ 4000rpm,7,260000.0
Maruti,Maruti Alto 800,2017,67000.0,CNG,Individual,Manual,First Owner,33.44,796.0,40.3,60Nm@ 3500rpm,4,260000.0
Maruti,Maruti Swift Dzire,2011,80600.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,347000.0
Hyundai,Hyundai EON Magna,2013,58609.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,195000.0
Fiat,Fiat Punto Pure,2016,33003.0,Petrol,Individual,Manual,First Owner,15.7,1172.0,67.0,96Nm@ 2500rpm,5,265000.0
Maruti,Maruti Wagon R,2016,43000.0,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5,320000.0
Hyundai,Hyundai i20 Magna,2016,16500.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,590000.0
Toyota,Toyota Innova 2.5,2012,138000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,650000.0
Mahindra,Mahindra Scorpio 2009-2014,2013,165500.0,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,9,509999.0
Maruti,Maruti Swift Dzire,2011,120000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,350000.0
Tata,Tata Nexon 1.5,2018,30000.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5,749000.0
Tata,Tata Indigo CS,2010,70000.0,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5,150000.0
Hyundai,Hyundai Santro LE,2001,80000.0,Petrol,Individual,Manual,Second Owner,,,,,,33983.0
Maruti,Maruti Zen LX,2003,170000.0,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5,58000.0
Mahindra,Mahindra Verito 1.5,2011,120000.0,Diesel,Individual,Manual,Third Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5,200000.0
Mahindra,Mahindra Jeep MM,1998,47990.0,Diesel,Individual,Manual,Second Owner,,,,,,210000.0
Tata,Tata Indica Vista,2014,168000.0,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5,240000.0
Honda,Honda Amaze E,2017,60000.0,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5,515000.0
Maruti,Maruti Alto LXi,2008,120000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,145000.0
Maruti,Maruti Wagon R,2016,5800.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,450000.0
Maruti,Maruti A-Star Lxi,2010,68700.0,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,90Nm@ 3500rpm,5,179000.0
Hyundai,Hyundai Verna Xi,2007,108000.0,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,"14.9@ 3,000(kgm@ rpm)",5,220000.0
Tata,Tata Zest Revotron,2020,40000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5,500000.0
Ford,Ford Fiesta Classic,2009,100000.0,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,160Nm@ 2000rpm,5,190000.0
Chevrolet,Chevrolet Beat Diesel,2015,40000.0,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,142.5Nm@ 1750rpm,5,200000.0
Ford,Ford EcoSport 1.5,2018,90000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,150Nm@ 4500rpm,5,850000.0
Volkswagen,Volkswagen Polo Petrol,2011,60000.0,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,110Nm@ 3750rpm,5,270000.0
Hyundai,Hyundai EON Magna,2016,17000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,335000.0
Maruti,Maruti Wagon R,2018,5000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,459999.0
Maruti,Maruti Vitara Brezza,2017,60000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,710000.0
Maruti,Maruti Swift Dzire,2015,140000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,330000.0
Jeep,Jeep Compass 2,2017,15000.0,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5,1515000.0
Tata,Tata Nexon 1.2,2018,25000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170Nm@ 1750-4000rpm,5,750000.0
Chevrolet,Chevrolet Spark 1,2016,50000.0,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,90.3Nm@ 4200rpm,5,160000.0
Chevrolet,Chevrolet Beat Diesel,2016,60000.0,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,142.5Nm@ 1750rpm,5,215000.0
Tata,Tata Nano Cx,2012,40000.0,Petrol,Individual,Manual,Second Owner,25.4,624.0,38.0,51Nm@ 4000+/-500rpm,4,60000.0
Maruti,Maruti Swift Dzire,2014,72000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5,480000.0
Tata,Tata Manza Aqua,2012,195000.0,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5,140000.0
Hyundai,Hyundai EON D,2012,70000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,200000.0
Nissan,Nissan Micra Diesel,2013,83000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160Nm@ 2000rpm,5,400000.0
Hyundai,Hyundai EON Era,2012,100000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,180000.0
Maruti,Maruti Swift VXI,2015,25000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5,550000.0
Maruti,Maruti Swift VDI,2016,50000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,550000.0
Maruti,Maruti Ertiga VDI,2012,67000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,550000.0
Maruti,Maruti Zen Estilo,2011,30000.0,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90Nm@ 3500rpm,5,270000.0
Renault,Renault Pulse RxL,2013,85000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,160Nm@ 2000rpm,5,315000.0
Mahindra,Mahindra Thar CRDe,2018,25000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6,875000.0
Toyota,Toyota Innova 2.5,2007,170000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,400000.0
Mahindra,Mahindra Scorpio EX,2014,110000.0,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,8,540000.0
Maruti,Maruti Wagon R,2017,60000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5,350000.0
Hyundai,Hyundai Verna 1.6,2011,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,360000.0
Maruti,Maruti Wagon R,2014,31000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,300000.0
Hyundai,Hyundai Grand i10,2014,100000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5,350000.0
Mahindra,Mahindra NuvoSport N8,2016,130000.0,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,240Nm@ 1600-2800rpm,7,650000.0
Maruti,Maruti Wagon R,2016,20000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,350000.0
Ford,Ford EcoSport 1.5,2017,60000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5,700000.0
Maruti,Maruti Swift Dzire,2013,102996.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,415000.0
Mahindra,Mahindra Marazzo M8,2019,5000.0,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,300Nm@ 1750-2500rpm,7,1460000.0
Tata,Tata Nexon 1.5,2017,35000.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5,830000.0
Datsun,Datsun GO T,2018,5000.0,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5,430000.0
Ford,Ford EcoSport 1.5,2017,60000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5,850000.0
Maruti,Maruti Swift Dzire,2017,70000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115Nm@ 4000rpm,5,650000.0
Hyundai,Hyundai Verna CRDi,2008,120000.0,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,120000.0
Mahindra,Mahindra TUV 300,2016,65100.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,730000.0
Maruti,Maruti Ignis 1.2,2019,20000.0,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,113Nm@ 4200rpm,5,525000.0
Hyundai,Hyundai i20 Active,2015,108000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,220Nm@ 1500-2750rpm,5,600000.0
Maruti,Maruti Swift LXI,2019,15000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,500000.0
Hyundai,Hyundai Santro Xing,2009,77000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,150000.0
Maruti,Maruti Wagon R,2015,18500.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,409999.0
Mahindra,Mahindra TUV 300,2016,120000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,625000.0
Renault,Renault KWID RXT,2015,15200.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,290000.0
Honda,Honda Mobilio V,2015,35000.0,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,145Nm@ 4600rpm,7,500000.0
Hyundai,Hyundai Verna 1.6,2011,80000.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,475000.0
