name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price,max_torque,at_rpm
Chevrolet Enjoy Petrol LS 7 Seater,Chevrolet,Chevrolet Enjoy Petrol,2014,80000,Petrol,Individual,Manual,First Owner,13.7 kmpl,1399 ,98.82 ,7.0,312000,131Nm, 4400rpm
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2014,20000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 ,47.3 ,5.0,250000,69Nm, 3500rpm
Hyundai EON Magna Plus,Hyundai,Hyundai EON Magna,2013,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,200000,74.5Nm, 4000rpm
Mahindra Scorpio S2 7 Seater,Mahindra,Mahindra Scorpio S2,2016,73000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 ,75 ,7.0,670000,200Nm, 1400-2200rpm
Hyundai EON D Lite Plus,Hyundai,Hyundai EON D,2017,50000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,270000,74.5Nm, 4000rpm
Mahindra Bolero 2011-2019 SLX,Mahindra,Mahindra Bolero 2011-2019,2012,200000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 ,62.1 ,7.0,360000,195Nm, 1400-2200rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2018,46000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 ,74 ,5.0,630000,190Nm, 2000rpm
Maruti 800 EX BSII,Maruti,Maruti 800 EX,2003,36088,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 ,37 ,4.0,55599,59Nm, 2500rpm
Mahindra Supro LX 8 Str,Mahindra,Mahindra Supro LX,2018,50000,Diesel,Individual,Manual,First Owner,23.5 kmpl,909 ,45 ,8.0,400000,98Nm, 1600-3000rpm
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Hyundai i20 Sportz,2014,50000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,420000,219.7Nm, 1500-2750rpm
Maruti Ciaz 1.4 Alpha,Maruti,Maruti Ciaz 1.4,2018,25000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 ,91.1 ,5.0,764000,130Nm, 4000rpm
Mahindra Bolero 2011-2019 SLE,Mahindra,Mahindra Bolero 2011-2019,2019,30000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 ,62.1 ,7.0,710000,195Nm, 1400-2200rpm
Tata Hexa XT,Tata,Tata Hexa XT,2018,30000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 ,153.86 ,7.0,1575000,400Nm, 1750-2500rpm
Force One SX ABS 7 Seating,Force,Force One SX,2018,13000,Diesel,Individual,Manual,First Owner,17.0 kmpl,2200 ,139.01 ,7.0,1050000,321Nm, 1600-2400rpm
Maruti XL6 Alpha,Maruti,Maruti XL6 Alpha,2019,15000,Petrol,Individual,Manual,First Owner,19.01 kmpl,1462 ,103.2 ,6.0,1000000,138nm, 4400rpm
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,Maruti SX4 S,2017,44000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 ,88.5 ,5.0,650000,200Nm, 1750rpm
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,Ford EcoSport 1.5,2015,63000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 ,98.59 ,5.0,600000,205Nm, 1750-3250rpm
Mahindra TUV 300 T8,Mahindra,Mahindra TUV 300,2016,110000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 ,100 ,7.0,509999,240Nm, 1600-2800rpm
Hyundai Xcent 1.2 Kappa SX Option,Hyundai,Hyundai Xcent 1.2,2017,14000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 ,82 ,5.0,610000,114Nm, 4000rpm
Maruti Alto 800 VXI,Maruti,Maruti Alto 800,2017,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 ,47.3 ,5.0,310000,69Nm, 3500rpm
Mahindra Bolero 2011-2019 ZLX BSIII,Mahindra,Mahindra Bolero 2011-2019,2016,35000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 ,62.1 ,7.0,720000,195Nm, 1400-2200rpm
Tata Indigo eCS LS TDI BSIII,Tata,Tata Indigo eCS,2012,110000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 ,69 ,5.0,158000,135Nm, 2500rpm
Tata Indigo LS,Tata,Tata Indigo LS,2011,85700,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 ,70 ,5.0,175000,13.5," 2,500(kgm@ rpm)"
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2010,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 ,73.9 ,5.0,217000,113Nm, 4500rpm
Honda Amaze VX i-DTEC,Honda,Honda Amaze VX,2013,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 ,98.6 ,5.0,484999,200Nm, 1750rpm
Toyota Etios Liva GD SP,Toyota,Toyota Etios Liva,2012,100000,Diesel,Individual,Manual,First Owner,,,,,315000,,
Hyundai Xcent 1.1 CRDi SX,Hyundai,Hyundai Xcent 1.1,2016,35000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 ,71 ,5.0,550000,180.4Nm, 1750-2500rpm
Maruti Swift ZXI,Maruti,Maruti Swift ZXI,2012,70000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 ,85.8 ,5.0,280000,114Nm, 4000rpm
Ford Classic 1.6 Duratec LXI,Ford,Ford Classic 1.6,2013,90000,Petrol,Individual,Manual,First Owner,14.09 kmpl,1596 ,99.6 ,5.0,350000,146Nm, 3400rpm
Mahindra XUV500 W10 2WD,Mahindra,Mahindra XUV500 W10,2017,42000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,2179 ,140 ,7.0,1150000,330Nm, 1600-2800rpm
Hyundai Grand i10 Magna,Hyundai,Hyundai Grand i10,2016,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 ,82 ,5.0,420000,114Nm, 4000rpm
Maruti Ciaz 1.4 Alpha,Maruti,Maruti Ciaz 1.4,2017,80000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 ,91.1 ,5.0,810000,130Nm, 4000rpm
Hyundai i20 1.2 Sportz,Hyundai,Hyundai i20 1.2,2011,90000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1197 ,80 ,5.0,290000,11.4 kgm ,"t 4,000 rpm"
Chevrolet Beat LT,Chevrolet,Chevrolet Beat LT,2012,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 ,79.4 ,5.0,180000,108Nm, 4400rpm
Maruti Eeco 5 Seater AC BSIV,Maruti,Maruti Eeco 5,2010,162000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 ,73 ,5.0,160000,101Nm, 3000rpm
Tata Nano XE,Tata,Tata Nano XE,2017,70000,Petrol,Individual,Manual,Third Owner,23.9 kmpl,624 ,37.48 ,4.0,66000,51Nm, 4000rpm
Maruti Wagon R Stingray VXI,Maruti,Maruti Wagon R,2015,20000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 ,67.04 ,5.0,369000,90Nm, 3500rpm
Tata New Safari DICOR 2.2 VX 4x2 BS IV,Tata,Tata New Safari,2012,80000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 ,138.1 ,7.0,300000,320Nm, 1700-2700rpm
Mahindra Bolero PLUS AC,Mahindra,Mahindra Bolero PLUS,2008,90000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 ,63 ,7.0,350000,180 Nm ,t 1440-1500rpm
Hyundai i10 Asta Sunroof AT,Hyundai,Hyundai i10 Asta,2008,120000,Petrol,Individual,Automatic,Second Owner,19.2 kmpl,1197 ,80 ,5.0,220000,11.4," 4,000(kgm@ rpm)"
Chevrolet Tavera B3 LT L1 10 Seats BSIII,Chevrolet,Chevrolet Tavera B3,2005,220000,Diesel,Individual,Manual,First Owner,14.8 kmpl,2499 ,80 ,10.0,160000,19," 1,800(kgm@ rpm)"
Maruti Swift Ldi BSIV,Maruti,Maruti Swift Ldi,2009,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 ,75 ,5.0,221000,190Nm, 2000rpm
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2017,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 ,88.7 ,5.0,400000,140Nm, 1500-4000rpm
Toyota Camry V4 (MT),Toyota,Toyota Camry V4,2004,120000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,2362 ,164.7 ,5.0,250000,224Nm, 4000rpm
Mahindra Bolero DI BSIII,Mahindra,Mahindra Bolero DI,2011,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6 kmpl,2523 ,63 ,7.0,390000,180 Nm ,t 1440-1500rpm
Maruti Eeco 5 Seater AC BSIV,Maruti,Maruti Eeco 5,2012,110000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 ,73 ,5.0,190000,101Nm, 3000rpm
Renault KWID RXT,Renault,Renault KWID RXT,2017,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 ,53.3 ,5.0,300000,72Nm, 4386rpm
Hyundai i20 1.4 Asta Dual Tone,Hyundai,Hyundai i20 1.4,2017,27000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,750000,219.7Nm, 1500-2750rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2016,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 ,74 ,5.0,650000,190Nm, 2000rpm
Honda Amaze i-VTEC Privilege Edition,Honda,Honda Amaze i-VTEC,2018,40000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 ,86.7 ,5.0,635000,109Nm, 4500rpm
Hyundai Verna 1.6 SX,Hyundai,Hyundai Verna 1.6,2013,88000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 ,126.32 ,5.0,520000,259.8Nm, 1900-2750rpm
Mahindra Scorpio S11 4WD BSIV,Mahindra,Mahindra Scorpio S11,2020,50000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 ,140 ,7.0,1500000,320Nm, 1500-2800rpm
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyundai Verna 1.6,2012,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 ,126.32 ,5.0,415000,259.8Nm, 1900-2750rpm
Hyundai Elite i20 Diesel Sportz,Hyundai,Hyundai Elite i20,2019,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.76 ,5.0,700000,219.66nm, 1500-2750rpm
Maruti Swift LXI,Maruti,Maruti Swift LXI,2017,26000,Petrol,Individual,Manual,Second Owner,21.21 kmpl,1197 ,81.80 ,5.0,484999,113Nm, 4200rpm
Ford Fiesta 1.4 Durasport EXI,Ford,Ford Fiesta 1.4,2007,80000,Petrol,Individual,Manual,Second Owner,16.6 kmpl,1388 ,68 ,5.0,120000,16.3," 2,000(kgm@ rpm)"
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2014,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 ,55.2 ,5.0,220000,74.5Nm, 4000rpm
Hyundai i10 Magna,Hyundai,Hyundai i10 Magna,2014,80000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 ,78.9 ,5.0,320000,111.7Nm, 4000rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2011,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 ,74 ,5.0,375000,190Nm, 2000rpm
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyundai Verna 1.6,2012,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 ,126.32 ,5.0,440000,259.8Nm, 1900-2750rpm
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Hyundai Grand i10,2019,15000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 ,81.86 ,5.0,550000,113.75nm, 4000rpm
Maruti Swift ZDI BSIV,Maruti,Maruti Swift ZDI,2017,35000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 ,74 ,5.0,640000,190Nm, 2000rpm
Toyota Etios GD,Toyota,Toyota Etios GD,2014,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.04 ,5.0,420000,170Nm, 1800-2400rpm
Hyundai Grand i10 CRDi Sportz,Hyundai,Hyundai Grand i10,2016,63000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 ,70 ,5.0,330000,160Nm, 1500-2750rpm
Volkswagen Ameo 1.5 TDI Highline Plus,Volkswagen,Volkswagen Ameo 1.5,2019,25000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 ,108.62 ,5.0,800000,250Nm, 1500-3000rpm
Maruti Wagon R LXI BS IV,Maruti,Maruti Wagon R,2011,64500,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 ,67.1 ,5.0,240000,90Nm, 3500rpm
Mahindra KUV 100 mFALCON D75 K2 Plus,Mahindra,Mahindra KUV 100,2016,100000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 ,77 ,6.0,360000,190Nm, 1750-2250rpm
Hyundai Verna 1.6 CRDi SX,Hyundai,Hyundai Verna 1.6,2017,40000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 ,126.2 ,5.0,750000,259.9Nm, 1900-2750rpm
Hyundai i20 1.2 Magna Executive,Hyundai,Hyundai i20 1.2,2017,15000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 ,81.83 ,5.0,570000,114.7Nm, 4000rpm
Toyota Etios Liva GD,Toyota,Toyota Etios Liva,2015,25000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.04 ,5.0,450000,170Nm, 1800-2400rpm
Maruti Ritz LXi,Maruti,Maruti Ritz LXi,2016,82000,Petrol,Individual,Manual,Third Owner,18.5 kmpl,1197 ,85.80 ,5.0,270000,114Nm, 4000rpm
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2012,87000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 ,88.76 ,7.0,459999,200Nm, 1750rpm
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2015,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 ,67.05 ,5.0,240000,90Nm, 3500rpm
Renault Duster 110PS Diesel RxZ,Renault,Renault Duster 110PS,2012,110000,Diesel,Individual,Manual,Third Owner,19.01 kmpl,1461 ,108.45 ,5.0,320000,248Nm, 2250rpm
Tata Manza Aura (ABS) Quadrajet BS IV,Tata,Tata Manza Aura,2011,148000,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 ,88.8 ,5.0,149000,200Nm, 1750-3000rpm
Mahindra Scorpio S11 BSIV,Mahindra,Mahindra Scorpio S11,2018,40000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 ,140 ,7.0,1500000,320Nm, 1500-2800rpm
Hyundai Accent Executive,Hyundai,Hyundai Accent Executive,2011,70000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 ,93.7 ,5.0,180000,124.6Nm, 3500rpm
Hyundai Santro Xing GLS LPG,Hyundai,Hyundai Santro Xing,2012,70000,LPG,Individual,Manual,Second Owner,13.45 km/kg,1086 ,62.1 ,5.0,185000,96.1Nm, 3000rpm
Maruti 800 AC,Maruti,Maruti 800 AC,2008,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 ,37 ,4.0,65000,59Nm, 2500rpm
Tata Indigo LX,Tata,Tata Indigo LX,2010,120000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 ,70 ,5.0,130000,13.5," 2,500(kgm@ rpm)"
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Ford Fiesta Classic,2012,60000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1399 ,67 ,5.0,330000,160Nm, 2000rpm
Tata Manza Aura (ABS) Quadrajet,Tata,Tata Manza Aura,2011,90000,Diesel,Dealer,Manual,First Owner,18.8 kmpl,1248 ,90 ,5.0,190000,200Nm, 1750-3000rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2014,68000,Diesel,Dealer,Manual,First Owner,22.9 kmpl,1248 ,74 ,5.0,501000,190Nm, 2000rpm
Honda Amaze S i-DTEC,Honda,Honda Amaze S,2017,24500,Diesel,Dealer,Manual,First Owner,25.8 kmpl,1498 ,98.6 ,5.0,600000,200Nm, 1750rpm
Mahindra XUV500 W8 4WD,Mahindra,Mahindra XUV500 W8,2012,77000,Diesel,Dealer,Manual,Second Owner,15.1 kmpl,2179 ,140 ,7.0,570000,330Nm, 1600-2800rpm
Honda Amaze VX O iDTEC,Honda,Honda Amaze VX,2015,85000,Diesel,Dealer,Manual,First Owner,25.8 kmpl,1498 ,98.6 ,5.0,450000,200Nm, 1750rpm
Toyota Etios 1.5 V,Toyota,Toyota Etios 1.5,2011,45500,Petrol,Dealer,Manual,First Owner,16.78 kmpl,1496 ,88.73 ,5.0,285000,132Nm, 3000rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2014,67000,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 ,74 ,5.0,490000,190Nm, 2000rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2014,77000,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 ,74 ,5.0,500000,190Nm, 2000rpm
Hyundai EON Magna Plus,Hyundai,Hyundai EON Magna,2016,47000,Petrol,Dealer,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,275000,74.5Nm, 4000rpm
Tata Tiago XT,Tata,Tata Tiago XT,2017,57000,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 ,84.48 ,5.0,440000,113Nm, 3300rpm
Hyundai i20 1.4 Asta Option,Hyundai,Hyundai i20 1.4,2018,71500,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,825000,219.7Nm, 1500-2750rpm
Toyota Etios Liva 1.4 GD,Toyota,Toyota Etios Liva,2012,110000,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 ,67.04 ,5.0,411000,170Nm, 1800-2400rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,82000,Diesel,Dealer,Manual,Second Owner,26.59 kmpl,1248 ,74 ,5.0,470000,190Nm, 2000rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,70000,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 ,74 ,5.0,445000,190Nm, 2000rpm
Maruti Baleno Zeta Diesel,Maruti,Maruti Baleno Zeta,2017,28000,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 ,74 ,5.0,752000,190Nm, 2000rpm
Skoda Rapid 1.5 TDI Style Plus Black Package,Skoda,Skoda Rapid 1.5,2016,125000,Diesel,Dealer,Manual,Second Owner,21.14 kmpl,1498 ,103.52 ,5.0,650000,250Nm, 1500-2500rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,67000,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 ,74 ,5.0,450000,190Nm, 2000rpm
Honda City 1.5 V MT,Honda,Honda City 1.5,2011,93500,Petrol,Dealer,Manual,Third Owner,17.0 kmpl,1497 ,118 ,5.0,350000,146Nm ,t 4800 rpm
Maruti Swift VVT VXI,Maruti,Maruti Swift VVT,2012,8500,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 ,81.80 ,5.0,511000,113Nm, 4200rpm
Maruti Baleno Zeta 1.3,Maruti,Maruti Baleno Zeta,2016,80000,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 ,74 ,5.0,700000,190Nm, 2000rpm
Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,Toyota Innova Crysta,2016,30000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 ,171.5 ,7.0,1800000,360Nm, 1200-3400rpm
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Ford Figo Aspire,2018,14200,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 ,86.8 ,5.0,550000,112Nm, 4000rpm
Ford Fiesta 1.4 Duratec EXI Limited Edition,Ford,Ford Fiesta 1.4,2007,97000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1388 ,68 ,5.0,142000,16.3," 2,000(kgm@ rpm)"
Tata New Safari DICOR 2.2 VX 4x2,Tata,Tata New Safari,2012,90000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 ,138 ,7.0,725000,320Nm, 1700-2700rpm
Hyundai i20 1.2 Asta Option,Hyundai,Hyundai i20 1.2,2017,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,630000,114.7Nm, 4000rpm
Hyundai i20 Sportz 1.2,Hyundai,Hyundai i20 Sportz,2015,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,480000,114.7Nm, 4000rpm
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2016,30000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 ,67.05 ,5.0,330000,90Nm, 3500rpm
Maruti Gypsy King Soft Top MPI BSIV,Maruti,Maruti Gypsy King,2017,20000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 ,80 ,8.0,500000,103Nm, 4500rpm
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Volkswagen Polo Diesel,2012,60300,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 ,73.9 ,5.0,300000,180Nm, 2000rpm
Tata Zest Quadrajet 1.3 XM,Tata,Tata Zest Quadrajet,2015,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 ,88.7 ,5.0,400000,200Nm, 1750-3000rpm
Tata Safari DICOR 2.2 EX 4x2,Tata,Tata Safari DICOR,2011,80000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 ,138.03 ,7.0,320000,320Nm, 1700-2700rpm
Hyundai i10 Magna 1.1L,Hyundai,Hyundai i10 Magna,2008,44391,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 ,68.05 ,5.0,180000,99.04Nm, 4500rpm
Maruti Baleno Sigma 1.3,Maruti,Maruti Baleno Sigma,2016,58000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 ,74 ,5.0,530000,190Nm, 2000rpm
Mahindra Bolero 2011-2019 Special Edition,Mahindra,Mahindra Bolero 2011-2019,2015,40000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 ,62.1 ,7.0,600000,195Nm, 1400-2200rpm
Maruti Ertiga SHVS ZDI,Maruti,Maruti Ertiga SHVS,2017,66000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 ,88.5 ,7.0,780000,200Nm, 1750rpm
Honda City i DTec SV,Honda,Honda City i,2016,110000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 ,98.6 ,5.0,700000,200Nm, 1750rpm
Chevrolet Beat Diesel,Chevrolet,Chevrolet Beat Diesel,2013,56315,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 ,57.6 ,5.0,175000,150Nm, 1750rpm
Mahindra Bolero Power Plus SLE,Mahindra,Mahindra Bolero Power,2017,70000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 ,70 ,7.0,735000,195Nm, 1400-2200rpm
Toyota Etios Liva GD,Toyota,Toyota Etios Liva,2013,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.06 ,5.0,325000,170Nm, 1800-2400rpm
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,Chevrolet Tavera LS,2006,100000,Diesel,Individual,Manual,First Owner,14.8 kmpl,2499 ,80 ,10.0,225000,19," 1,800(kgm@ rpm)"
Tata Zest Quadrajet 1.3 XM,Tata,Tata Zest Quadrajet,2015,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1248 ,88.7 ,5.0,350000,200Nm, 1750-3000rpm
Maruti Wagon R LXI DUO BSIII,Maruti,Maruti Wagon R,2006,120000,LPG,Individual,Manual,Third Owner,17.3 km/kg,1061 ,57.5 ,5.0,110000,7.8," 4,500(kgm@ rpm)"
Maruti Zen Estilo LXI BSIII,Maruti,Maruti Zen Estilo,2007,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2 kmpl,998 ,67.1 ,5.0,85000,90Nm, 3500rpm
Toyota Corolla AE,Toyota,Toyota Corolla AE,2006,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4 kmpl,1794 ,125 ,5.0,150000,16.1," 4,200(kgm@ rpm)"
Maruti Swift Dzire VDi,Maruti,Maruti Swift Dzire,2009,120000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 ,73.9 ,5.0,225000,190Nm, 2000rpm
Tata Indica Vista Terra Quadrajet 1.3L,Tata,Tata Indica Vista,2010,100000,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 ,75 ,5.0,111000,190Nm, 1750rpm
Maruti Wagon R VXI Minor,Maruti,Maruti Wagon R,2007,70000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 ,67 ,5.0,150000,84Nm, 3500rpm
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2017,15151,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 ,55.2 ,5.0,300000,74.5Nm, 4000rpm
Mahindra Scorpio 1.99 S6 Plus,Mahindra,Mahindra Scorpio 1.99,2015,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 ,120 ,7.0,630000,280Nm, 1800-2800rpm
Hyundai i10 Era,Hyundai,Hyundai i10 Era,2011,100000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 ,68.05 ,5.0,206000,99.04Nm, 4500rpm
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2006,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 ,67.1 ,5.0,70000,90Nm, 3500rpm
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Hyundai Grand i10,2019,7000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 ,81.86 ,5.0,567000,113.75nm, 4000rpm
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2005,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 ,67.1 ,5.0,65000,90Nm, 3500rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2016,60000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 ,74 ,5.0,550000,190Nm, 2000rpm
Hyundai i10 Magna,Hyundai,Hyundai i10 Magna,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 ,78.9 ,5.0,140000,111.7Nm, 4000rpm
Renault KWID RXT,Renault,Renault KWID RXT,2016,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 ,53.3 ,5.0,300000,72Nm, 4386rpm
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,Ford,Ford EcoSport 1.5,2013,70000,Petrol,Individual,Manual,Second Owner,15.85 kmpl,1499 ,110.4 ,5.0,500000,140Nm, 4400rpm
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2015,128000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 ,82 ,5.0,400000,114Nm, 4000rpm
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2011,160000,Diesel,Individual,Manual,Second Owner,,,,,340000,,
Toyota Innova 2.5 GX 8 STR,Toyota,Toyota Innova 2.5,2012,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 ,102 ,8.0,850000,20.4, 1400-3400(kgm@ rpm)
