Company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price
Tata,2018,142000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,5,875000.0
Tata,2018,140000.0,Diesel,Individual,Manual,Third Owner,6.24113475177305,2179.0,147.94,5,890000.0
Maruti,2015,35000.0,Petrol,Individual,Manual,First Owner,6.367041198501872,1373.0,93.7,7,700000.0
Mahindra,2015,30000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,550000.0
others,2018,10000.0,Petrol,Individual,Manual,First Owner,5.143721633888049,1198.0,67.0,5,400000.0
Maruti,2015,30000.0,Petrol,Individual,Manual,Second Owner,4.415584415584416,998.0,67.04,5,290000.0
Tata,2012,90000.0,Diesel,Individual,Manual,First Owner,4.609743321110529,1396.0,69.0,5,150000.0
Maruti,2015,35000.0,Petrol,Individual,Manual,Second Owner,6.636304489264802,1196.0,73.0,7,300000.0
Maruti,2008,35008.0,Petrol,Dealers,Manual,First Owner,4.681046351537403,998.0,67.05,5,221000.0
others,2017,31100.0,Petrol,Dealers,Manual,First Owner,4.493392070484582,799.0,53.64,5,270000.0
Hyundai,2014,42312.0,Diesel,Dealers,Manual,First Owner,3.606557377049181,1120.0,71.0,5,455000.0
Toyota,2011,72000.0,Petrol,Dealers,Manual,First Owner,5.795454545454545,1496.0,88.7,5,300000.0
Toyota,2014,54891.0,Diesel,Dealers,Manual,First Owner,3.7303942348452734,1364.0,67.04,5,480000.0
Hyundai,2018,30000.0,Diesel,Individual,Automatic,First Owner,4.0,1582.0,126.2,5,1000000.0
BMW,2017,44000.0,Diesel,Dealers,Automatic,First Owner,3.8783605112384305,1995.0,190.0,5,2600000.0
Toyota,2017,18890.0,Diesel,Dealers,Automatic,First Owner,7.746478873239437,2755.0,171.5,7,1850000.0
Hyundai,2019,5000.0,Petrol,Individual,Manual,First Owner,5.024630541871921,1086.0,68.0,5,500000.0
Mahindra,2013,117000.0,Diesel,Dealers,Automatic,First Owner,7.8711985688729875,2696.0,184.0,7,800000.0
Renault,2013,75010.0,Diesel,Dealers,Automatic,First Owner,6.409322651128915,1995.0,148.0,5,1000000.0
Tata,2013,50000.0,Diesel,Individual,Manual,First Owner,4.186489058039962,1248.0,88.8,5,250000.0
Renault,2012,100000.0,Diesel,Dealers,Manual,First Owner,3.812824956672444,1461.0,63.1,5,245000.0
Hyundai,2019,4337.0,Petrol,Dealers,Automatic,First Owner,5.396825396825397,1197.0,82.0,5,625000.0
Volkswagen,2018,14495.0,Petrol,Dealers,Manual,First Owner,5.431309904153355,999.0,75.0,5,560000.0
Honda,2018,8576.0,Petrol,Dealers,Manual,First Owner,5.454545454545454,1199.0,88.7,5,680000.0
Maruti,2019,30000.0,Diesel,Individual,Manual,First Owner,3.098591549295775,1248.0,74.02,5,700000.0
Tata,2013,80000.0,Diesel,Individual,Manual,First Owner,3.821102909248806,1396.0,69.0,5,220000.0
Tata,2017,70000.0,Diesel,Individual,Manual,First Owner,4.609743321110529,1405.0,69.01,5,450000.0
Tata,2017,19723.0,Petrol,Dealers,Automatic,First Owner,5.024630541871921,1199.0,84.0,5,525000.0
Toyota,2009,242000.0,Diesel,Individual,Manual,others,6.875,2494.0,102.0,7,650000.0
BMW,2018,22000.0,Diesel,Individual,Automatic,First Owner,5.149210064365126,2993.0,261.4,4,5500000.0
Maruti,2017,30000.0,Diesel,Dealers,Automatic,First Owner,3.098591549295775,1248.0,74.02,5,875000.0
Hyundai,2019,9000.0,Petrol,Dealers,Manual,First Owner,5.483870967741935,1197.0,81.83,5,785000.0
Honda,2017,30000.0,Petrol,Dealers,Manual,First Owner,5.828571428571428,1199.0,88.7,5,819999.0
BMW,2016,60000.0,Diesel,Dealers,Automatic,First Owner,4.044117647058823,1995.0,188.0,5,2950000.0
Toyota,2016,27000.0,Diesel,Dealers,Manual,First Owner,6.432748538011696,2393.0,147.51,7,1925000.0
Honda,2017,39000.0,Diesel,Dealers,Manual,First Owner,3.450980392156863,1498.0,98.6,5,885000.0
Ford,2015,64000.0,Petrol,Dealers,Automatic,First Owner,6.355140186915888,1499.0,110.4,5,680000.0
Ford,2017,42000.0,Diesel,Dealers,Manual,First Owner,3.8260869565217392,1498.0,98.96,5,960000.0
Honda,2012,45000.0,Petrol,Dealers,Manual,First Owner,5.513513513513514,1198.0,86.8,5,385000.0
Tata,2019,15000.0,Diesel,Dealers,Manual,First Owner,5.176470588235294,1956.0,167.67,5,1650000.0
Mahindra,2018,55000.0,Diesel,Dealers,Manual,First Owner,4.7593293672255275,1493.0,100.0,7,890000.0
Ford,2015,64000.0,Diesel,Dealers,Automatic,First Owner,7.719298245614034,2953.0,153.86,7,1275000.0
BMW,2018,27000.0,Diesel,Dealers,Automatic,First Owner,5.149210064365126,2993.0,261.4,4,6000000.0
Maruti,2019,15000.0,Petrol,Dealers,Automatic,First Owner,5.0295857988165675,1462.0,103.25,5,1025000.0
Volkswagen,2016,69000.0,Petrol,Dealers,Automatic,First Owner,5.930232558139535,1197.0,103.6,5,675000.0
Maruti,2017,80000.0,Petrol,Dealers,Manual,First Owner,4.636363636363637,1197.0,81.8,5,700000.0
Ford,2016,60000.0,Diesel,Dealers,Manual,First Owner,3.864734299516908,1498.0,98.59,5,780000.0
Hyundai,2017,70000.0,Diesel,Dealers,Manual,First Owner,3.942652329749104,1582.0,126.32,5,1050000.0
others,2015,105000.0,Diesel,Dealers,Automatic,Second Owner,6.656580937972768,2967.0,241.4,5,2700000.0
Tata,2016,100000.0,Diesel,Individual,Manual,First Owner,3.8344226579520697,1248.0,74.0,5,400000.0
Mahindra,2011,100000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,9,400000.0
Maruti,2009,90000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,85000.0
Tata,2018,35000.0,Diesel,Individual,Manual,First Owner,5.0,2179.0,153.86,7,1300000.0
Mahindra,2018,11500.0,Diesel,Individual,Manual,First Owner,4.7593293672255275,1493.0,100.0,7,819999.0
Mahindra,2015,40000.0,Diesel,Individual,Automatic,First Owner,4.7593293672255275,1493.0,100.0,7,620000.0
Renault,2018,50000.0,Petrol,Individual,Manual,First Owner,4.432855280312907,999.0,67.0,5,260000.0
Hyundai,2016,49900.0,Petrol,Dealers,Manual,First Owner,6.257668711656442,1797.0,147.5,5,805000.0
Hyundai,2015,55380.0,Petrol,Dealers,Manual,First Owner,5.396825396825397,1197.0,82.0,5,484999.0
others,2017,9000.0,Diesel,Dealers,Automatic,First Owner,6.470588235294118,1999.0,177.0,5,2711000.0
Tata,2018,11000.0,Petrol,Dealers,Manual,First Owner,6.0,1198.0,108.5,5,811000.0
Honda,2015,50000.0,Petrol,Individual,Automatic,First Owner,5.368421052631579,1199.0,88.7,5,575000.0
others,2018,80000.0,Diesel,Individual,Manual,First Owner,5.146198830409356,1956.0,170.0,5,1675000.0
Skoda,2016,11000.0,Petrol,Dealers,Automatic,First Owner,7.132867132867132,1598.0,103.5,5,645000.0
others,2015,13500.0,Diesel,Dealers,Automatic,First Owner,5.970149253731343,2993.0,270.9,5,2500000.0
others,2018,18000.0,Petrol,Dealers,Automatic,First Owner,6.781914893617021,1991.0,183.0,5,2550000.0
others,2017,16000.0,Petrol,Dealers,Automatic,First Owner,6.919945725915875,1991.0,181.04,5,2700000.0
Volkswagen,2017,18816.0,Petrol,Dealers,Manual,First Owner,6.0,1198.0,73.75,5,650000.0
Toyota,2017,33019.0,Diesel,Dealers,Manual,First Owner,6.432748538011696,2393.0,147.8,7,1748999.0
Honda,2017,18000.0,Petrol,Dealers,Automatic,First Owner,6.538461538461539,1497.0,116.3,5,925000.0
Toyota,2019,9654.0,Petrol,Dealers,Automatic,First Owner,5.214723926380368,1197.0,81.8,5,894999.0
Maruti,2011,11000.0,Petrol,Dealers,Manual,First Owner,4.258872651356993,998.0,67.05,5,175000.0
Maruti,2012,24300.0,Petrol,Dealers,Manual,First Owner,4.809052333804809,1197.0,81.8,5,340000.0
Toyota,2016,42163.0,Diesel,Dealers,Automatic,Second Owner,7.746478873239437,2755.0,171.5,7,1525000.0
Maruti,2017,47747.0,Diesel,Dealers,Manual,First Owner,3.132787468850125,1248.0,88.5,5,810000.0
Tata,2018,8000.0,Diesel,Dealers,Automatic,First Owner,4.093023255813954,1497.0,108.5,5,1025000.0
BMW,2016,30000.0,Diesel,Dealers,Automatic,First Owner,3.8783605112384305,1995.0,190.0,5,2150000.0
Toyota,2013,70000.0,Diesel,Individual,Manual,Second Owner,6.774441878367975,2494.0,100.0,8,910000.0
Tata,2016,60000.0,Diesel,Individual,Manual,Second Owner,4.921700223713647,1405.0,48.21,5,300000.0
Maruti,2004,80000.0,Petrol,Individual,Manual,Second Owner,5.895953757225433,993.0,60.0,5,120000.0
Hyundai,2015,45900.0,Petrol,Individual,Manual,Second Owner,5.483870967741935,1197.0,81.83,5,490000.0
Honda,2013,70000.0,Diesel,Individual,Manual,First Owner,3.4108527131782944,1498.0,98.6,5,425000.0
Maruti,2011,40000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,155000.0
Mahindra,2013,90000.0,Diesel,Individual,Manual,Second Owner,7.3029045643153525,2179.0,120.0,8,490000.0
Maruti,2010,105000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,132000.0
Hyundai,2018,30000.0,Diesel,Individual,Manual,First Owner,3.904170363797693,1396.0,88.76,5,750000.0
Maruti,2011,20000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,998.0,67.1,5,225000.0
Hyundai,2011,80000.0,Petrol,Individual,Manual,First Owner,5.009823182711199,1197.0,78.9,5,240000.0
Maruti,2004,90000.0,Petrol,Individual,Manual,Third Owner,5.396825396825397,998.0,67.1,5,33351.0
Chevrolet,2010,80000.0,Petrol,Individual,Manual,Second Owner,5.666666666666666,995.0,62.0,5,80000.0
Maruti,2004,120000.0,Petrol,Individual,Manual,First Owner,6.335403726708074,796.0,37.0,4,40000.0
Honda,2019,50000.0,Diesel,Individual,Manual,Second Owner,4.018264840182649,1498.0,98.6,7,1100000.0
others,2017,9000.0,Diesel,Dealers,Automatic,First Owner,6.470588235294118,1999.0,177.0,5,2711000.0
others,2019,20000.0,Petrol,Dealers,Automatic,First Owner,4.559678140366563,2487.0,214.56,5,5150000.0
others,2017,45000.0,Diesel,Dealers,Automatic,First Owner,4.55250905328505,1999.0,177.0,5,3200000.0
Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,7,503000.0
others,2019,20000.0,Diesel,Individual,Automatic,First Owner,4.888888888888888,1969.0,190.0,5,3800000.0
Toyota,2016,68089.0,Petrol,Dealers,Automatic,First Owner,5.323590814196242,2494.0,157.7,5,2000000.0
Maruti,2013,58343.0,Petrol,Dealers,Manual,First Owner,4.681046351537403,998.0,67.05,5,225000.0
Maruti,2018,38817.0,Diesel,Dealers,Manual,First Owner,3.21285140562249,1248.0,74.0,5,740000.0
Honda,2016,56494.0,Petrol,Dealers,Manual,First Owner,5.604395604395604,1199.0,88.7,5,550000.0
Toyota,2013,79328.0,Diesel,Dealers,Manual,Second Owner,6.774441878367975,2494.0,100.6,7,750000.0
Maruti,2019,5621.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,650000.0
Toyota,2017,25538.0,Petrol,Dealers,Manual,First Owner,6.078665077473182,1496.0,88.73,5,625000.0
Maruti,2018,69779.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,600000.0
Hyundai,2017,56290.0,Diesel,Dealers,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,450000.0
BMW,2019,7500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5400000.0
BMW,2019,8500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5500000.0
Honda,2019,7032.0,Petrol,Dealers,Automatic,First Owner,5.368421052631579,1199.0,88.76,5,779000.0
Skoda,2016,11000.0,Petrol,Dealers,Automatic,First Owner,7.132867132867132,1598.0,103.5,5,645000.0
others,2018,2000.0,Diesel,Dealers,Automatic,First Owner,5.238095238095238,1984.0,150.0,5,2475000.0
Hyundai,2016,80000.0,Diesel,Individual,Manual,Second Owner,3.606557377049181,1120.0,71.0,5,380000.0
Tata,2011,120000.0,Diesel,Individual,Manual,Second Owner,7.605877268798617,2179.0,138.1,7,300000.0
Maruti,2014,50000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,240000.0
Maruti,2011,70000.0,Diesel,Individual,Manual,First Owner,3.842794759825328,1248.0,74.0,5,325000.0
Mahindra,2016,130000.0,Diesel,Individual,Manual,First Owner,3.4755134281200633,1198.0,77.0,6,400000.0
Renault,2017,50000.0,Diesel,Individual,Manual,First Owner,4.182509505703423,1461.0,83.8,8,800000.0
Ford,2018,80000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1498.0,98.96,5,950000.0
Maruti,2013,120000.0,Diesel,Individual,Manual,others,3.842794759825328,1248.0,74.0,5,300000.0
Maruti,2020,5000.0,Petrol,Individual,Manual,First Owner,4.625850340136054,796.0,47.3,5,350000.0
Mahindra,2017,59000.0,Petrol,Individual,Manual,First Owner,5.619834710743802,1198.0,82.0,5,530000.0
Chevrolet,2013,100000.0,Diesel,Individual,Manual,Third Owner,4.835164835164835,1248.0,73.8,7,350000.0
Hyundai,2008,50000.0,Petrol,Individual,Automatic,First Owner,9.272727272727273,2359.0,165.0,5,168000.0
Renault,2016,45000.0,Petrol,Individual,Manual,Second Owner,4.052443384982121,799.0,53.3,5,240000.0
Maruti,2010,80000.0,Diesel,Individual,Manual,others,4.559585492227979,1248.0,73.9,5,220000.0
Maruti,2008,80000.0,Petrol,Individual,Manual,others,5.396825396825397,1061.0,67.0,5,110000.0
Maruti,2016,100000.0,Diesel,Individual,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,850000.0
Maruti,2014,110000.0,Diesel,Individual,Manual,First Owner,4.236880115551276,1248.0,88.76,7,545000.0
Toyota,2018,24000.0,Diesel,Individual,Manual,First Owner,6.432748538011696,2393.0,147.8,8,2064000.0
Maruti,2018,25000.0,Diesel,Individual,Manual,First Owner,3.50597609561753,1248.0,88.5,5,950000.0
Hyundai,2013,68697.0,Petrol,Individual,Manual,Third Owner,4.834123222748815,814.0,55.2,5,200000.0
Maruti,2017,30000.0,Diesel,Individual,Manual,First Owner,3.492063492063492,1248.0,74.0,5,660000.0
Honda,2013,40000.0,Diesel,Individual,Manual,Second Owner,3.4108527131782944,1498.0,98.6,5,420000.0
Tata,2010,29000.0,Petrol,Individual,Manual,First Owner,6.181818181818182,1172.0,65.0,5,150000.0
Chevrolet,2013,68000.0,Diesel,Individual,Manual,Second Owner,3.4591194968553456,936.0,57.6,5,175000.0
Honda,2018,15000.0,Petrol,Individual,Automatic,First Owner,5.635359116022099,1199.0,88.7,5,750000.0
Maruti,2014,70000.0,Diesel,Individual,Manual,First Owner,3.793103448275862,1248.0,73.94,5,425000.0
Toyota,2015,126000.0,Diesel,Individual,Manual,Third Owner,4.106392907139524,1364.0,87.2,5,790000.0
Toyota,2011,300000.0,Diesel,Individual,Manual,Third Owner,6.875,2494.0,102.0,7,830000.0
Honda,2015,94000.0,Diesel,Individual,Manual,Second Owner,3.591836734693877,1498.0,98.6,7,650000.0
Toyota,2015,129000.0,Diesel,Individual,Manual,Third Owner,4.106392907139524,1364.0,87.2,5,780000.0
Hyundai,2010,55000.0,Petrol,Individual,Manual,Second Owner,5.1489146895507325,1086.0,68.05,5,180000.0
Ford,2019,40000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1498.0,98.96,5,869999.0
Tata,2011,50000.0,Diesel,Individual,Manual,First Owner,4.166666666666667,1248.0,88.8,5,275000.0
Hyundai,2017,25000.0,Petrol,Individual,Manual,Second Owner,5.483870967741935,1197.0,81.83,5,630000.0
Toyota,2008,60000.0,Petrol,Individual,Manual,Second Owner,7.611940298507462,1794.0,125.0,5,150000.0
Maruti,2016,25000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,315000.0
Tata,2011,70000.0,Diesel,Individual,Manual,Second Owner,3.7335596096733132,1396.0,70.0,5,189000.0
Maruti,2014,120000.0,Diesel,Individual,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,580000.0
Maruti,2018,35000.0,Diesel,Individual,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,825000.0
Tata,2016,60000.0,Diesel,Individual,Manual,Second Owner,6.24113475177305,2179.0,148.0,7,650000.0
Honda,2004,62000.0,Petrol,Individual,Manual,Second Owner,7.846153846153847,1343.0,90.0,5,50000.0
Skoda,2011,120000.0,Petrol,Individual,Manual,Second Owner,6.276923076923078,1198.0,73.9,5,200000.0
Tata,2013,120000.0,Diesel,Individual,Manual,Third Owner,5.706874189364462,1405.0,70.0,7,135000.0
Hyundai,2017,80000.0,Diesel,Individual,Manual,First Owner,3.904170363797693,1396.0,88.73,5,680000.0
Hyundai,2017,80000.0,Diesel,Individual,Manual,First Owner,3.904170363797693,1396.0,88.73,5,670000.0
BMW,2010,60000.0,Diesel,Individual,Automatic,First Owner,5.260011954572624,1995.0,218.0,5,1000000.0
Maruti,2010,80000.0,Petrol,Individual,Manual,Second Owner,4.875717017208413,998.0,67.1,5,240000.0
others,2014,147279.0,Diesel,Individual,Manual,Second Owner,5.176470588235294,2200.0,139.01,7,555000.0
Skoda,2013,98000.0,Diesel,Individual,Manual,First Owner,4.2926829268292686,1598.0,103.5,5,455000.0
Maruti,2018,25000.0,Diesel,Individual,Manual,First Owner,3.098591549295775,1248.0,74.02,5,750000.0
Maruti,2016,90000.0,Diesel,Individual,Automatic,First Owner,3.3095148552087252,1248.0,74.0,5,700000.0
Tata,2016,22000.0,Petrol,Individual,Automatic,First Owner,4.657534246575343,624.0,37.48,4,220000.0
Tata,2014,120000.0,Diesel,Individual,Manual,First Owner,3.52,1396.0,69.0,5,160000.0
Chevrolet,2013,100000.0,Diesel,Individual,Manual,Second Owner,3.981900452488688,1248.0,76.9,5,225000.0
Tata,2008,120000.0,Diesel,Individual,Manual,Second Owner,4.609743321110529,1396.0,69.0,5,140000.0
Maruti,2014,70000.0,Diesel,Individual,Manual,Second Owner,3.7606837606837606,1248.0,74.0,5,600000.0
Mahindra,2015,24700.0,Diesel,Individual,Manual,First Owner,5.5,2179.0,140.0,7,1000000.0
Chevrolet,2008,100000.0,Petrol,Individual,Manual,Third Owner,5.666666666666666,995.0,62.0,5,65000.0
Maruti,2019,10000.0,Petrol,Individual,Manual,First Owner,4.8827190043082815,1197.0,81.8,5,500000.0
Mahindra,2017,88754.0,Diesel,Dealers,Manual,First Owner,5.5,2179.0,140.0,7,1100000.0
Ford,2011,53287.0,Petrol,Dealers,Manual,First Owner,6.666666666666667,1596.0,101.0,5,325000.0
Mahindra,2017,43526.0,Diesel,Dealers,Manual,First Owner,5.5,2179.0,140.0,7,1150000.0
Skoda,2012,55885.0,Petrol,Dealers,Manual,First Owner,6.276923076923078,1198.0,75.0,5,320000.0
Ford,2019,16034.0,Diesel,Dealers,Manual,First Owner,4.055299539170507,1498.0,98.96,5,950000.0
Ford,2012,156040.0,Diesel,Dealers,Manual,First Owner,4.4,1399.0,68.0,5,250000.0
Ford,2004,93415.0,Diesel,Dealers,Manual,First Owner,6.7175572519083975,2499.0,141.0,7,400000.0
BMW,2008,122000.0,Diesel,Individual,Automatic,Second Owner,4.761904761904762,1995.0,177.0,5,1100000.0
Maruti,2017,20000.0,Diesel,Individual,Manual,First Owner,3.21285140562249,1248.0,74.0,5,600000.0
Maruti,2017,46000.0,Petrol,Individual,Manual,First Owner,4.636363636363637,1197.0,81.8,5,509999.0
Skoda,2016,50000.0,Petrol,Individual,Manual,Third Owner,6.619078520441272,1598.0,103.2,5,395000.0
Maruti,2018,5000.0,Petrol,Individual,Manual,First Owner,4.681046351537403,998.0,67.05,5,469000.0
Maruti,2017,42000.0,Petrol,Individual,Manual,First Owner,4.129554655870446,796.0,47.3,5,250000.0
Chevrolet,2011,68519.0,Petrol,Dealers,Manual,First Owner,6.296296296296297,995.0,62.1,5,130000.0
Ford,2019,30000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1498.0,98.96,5,906000.0
Ford,2011,85000.0,Diesel,Individual,Manual,First Owner,4.4,1399.0,68.0,5,160000.0
Maruti,2012,88000.0,Petrol,Individual,Manual,First Owner,5.828571428571428,1298.0,85.8,5,300000.0
Maruti,2010,100000.0,Petrol,Individual,Manual,others,7.285714285714286,796.0,37.5,5,60000.0
Maruti,2014,100000.0,Petrol,Individual,Manual,Second Owner,5.340314136125654,1197.0,85.8,5,400000.0
Tata,2018,22966.0,Petrol,Dealers,Manual,First Owner,4.278523489932886,1199.0,84.48,5,450000.0
Mahindra,2014,80000.0,Diesel,Individual,Manual,Second Owner,5.513784461152882,2523.0,62.1,7,465000.0
Maruti,2012,80000.0,Diesel,Individual,Manual,Second Owner,3.842794759825328,1248.0,74.0,5,325000.0
Maruti,2008,70000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,150000.0
Hyundai,2014,2350.0,Petrol,Individual,Manual,First Owner,4.834123222748815,814.0,55.2,5,250000.0
Maruti,2011,50000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,175000.0
Maruti,2010,58000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,175000.0
Honda,2006,80000.0,Petrol,Individual,Manual,Second Owner,6.035502958579882,1497.0,100.0,5,150000.0
Mahindra,2018,60000.0,Diesel,Individual,Manual,First Owner,5.333333333333334,1493.0,70.0,7,797000.0
Hyundai,2019,35000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.86,5,800000.0
Mahindra,2019,59872.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,750000.0
Mahindra,2011,140000.0,Diesel,Individual,Manual,Second Owner,6.518518518518518,2179.0,115.0,5,400000.0
Maruti,2012,110000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,160000.0
Mahindra,2016,91182.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,700000.0
Maruti,2010,60000.0,Petrol,Individual,Manual,Third Owner,5.177664974619289,796.0,46.3,5,160000.0
Hyundai,2012,100000.0,Diesel,Individual,Manual,First Owner,4.1372825575928545,1396.0,88.76,5,400000.0
Toyota,2013,120000.0,Diesel,Individual,Manual,First Owner,3.7303942348452734,1364.0,67.06,5,451000.0
Maruti,2002,80000.0,Petrol,Individual,Manual,First Owner,6.335403726708074,796.0,37.0,4,40000.0
Tata,2012,70000.0,Diesel,Individual,Manual,Third Owner,4.166666666666667,1248.0,88.8,5,300000.0
Maruti,2017,59500.0,Petrol,Individual,Manual,Second Owner,4.415584415584416,998.0,67.04,5,421000.0
Maruti,2016,45000.0,Diesel,Individual,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,950000.0
Hyundai,2011,75500.0,Diesel,Individual,Manual,Second Owner,3.8260869565217392,1396.0,90.0,5,395000.0
Maruti,2016,46000.0,Diesel,Individual,Manual,Second Owner,3.6213991769547325,1248.0,88.5,5,950000.0
Maruti,2013,60000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,270000.0
Hyundai,2009,60000.0,Petrol,Individual,Automatic,Second Owner,6.8,1396.0,100.0,5,360000.0
Maruti,2008,152500.0,Diesel,Individual,Manual,First Owner,4.943820224719101,1248.0,75.0,5,235000.0
others,2014,60000.0,Diesel,Individual,Automatic,Second Owner,6.76923076923077,2143.0,201.1,5,1850000.0
Toyota,2015,130000.0,Diesel,Individual,Automatic,First Owner,7.01195219123506,2982.0,168.5,7,1900000.0
Hyundai,2017,23456.0,Petrol,Dealers,Manual,First Owner,5.396825396825397,1197.0,82.0,5,550000.0
Mahindra,2015,39000.0,Diesel,Dealers,Manual,First Owner,5.5,2179.0,140.0,7,1225000.0
Honda,2017,15000.0,Petrol,Individual,Manual,First Owner,5.828571428571428,1199.0,88.7,5,700000.0
others,2017,69123.0,Diesel,Dealers,Manual,First Owner,5.146198830409356,1956.0,170.0,5,1650000.0
Honda,2012,26000.0,Petrol,Individual,Manual,First Owner,5.2577319587628875,1198.0,86.8,5,376000.0
Ford,2017,77524.0,Diesel,Dealers,Manual,First Owner,3.876651982378855,1498.0,89.84,5,875000.0
Hyundai,2014,40523.0,Petrol,Dealers,Manual,Second Owner,5.513513513513514,1197.0,82.85,5,459999.0
Maruti,2018,39000.0,Diesel,Dealers,Manual,First Owner,3.098591549295775,1248.0,74.0,5,755000.0
others,2019,7800.0,Petrol,Dealers,Automatic,others,6.684141546526868,1798.0,187.74,5,6223000.0
others,2019,11500.0,Petrol,Dealers,Automatic,others,6.684141546526868,1798.0,187.74,5,5923000.0
others,2019,23600.0,Petrol,Dealers,Automatic,others,6.684141546526868,1798.0,187.74,5,6523000.0
Toyota,2010,220000.0,Diesel,Individual,Manual,Second Owner,7.6521739130434785,2982.0,171.0,7,1050000.0
Mahindra,2015,120000.0,Diesel,Individual,Manual,Second Owner,5.827814569536424,2179.0,140.0,7,1050000.0
Maruti,2018,25000.0,Petrol,Individual,Automatic,First Owner,4.766355140186916,1197.0,83.1,5,800000.0
Maruti,2015,31000.0,Diesel,Individual,Manual,Second Owner,3.492063492063492,1248.0,74.0,5,600000.0
Maruti,2017,42000.0,Petrol,Individual,Manual,First Owner,4.766355140186916,1197.0,83.1,5,530000.0
Maruti,2015,80000.0,Petrol,Individual,Manual,First Owner,4.892086330935252,1197.0,83.14,5,450000.0
Maruti,2011,60000.0,Petrol,Individual,Manual,First Owner,4.875717017208413,998.0,67.1,5,235000.0
Maruti,2013,240000.0,Diesel,Individual,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,550000.0
Skoda,2013,35000.0,Petrol,Individual,Automatic,Second Owner,7.132867132867132,1598.0,103.5,5,395000.0
Tata,2018,35000.0,Petrol,Individual,Manual,First Owner,5.024630541871921,1199.0,84.0,5,450000.0
Renault,2019,5000.0,Petrol,Individual,Manual,First Owner,5.1000000000000005,999.0,72.0,7,600000.0
Maruti,2016,110000.0,Diesel,Individual,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,610000.0
Hyundai,2017,20000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.83,5,690000.0
Tata,2018,15000.0,Petrol,Individual,Manual,First Owner,6.0,1198.0,108.5,5,790000.0
Maruti,2014,40000.0,Petrol,Individual,Manual,Second Owner,4.875717017208413,998.0,67.1,5,254999.0
Honda,2016,41000.0,Petrol,Individual,Manual,First Owner,5.454545454545454,1199.0,88.7,5,500000.0
Mahindra,2011,100000.0,Diesel,Individual,Manual,Second Owner,6.470588235294118,2523.0,63.0,7,340000.0
Tata,2008,120000.0,Diesel,Individual,Manual,First Owner,7.213114754098362,1948.0,68.0,9,150000.0
Mahindra,2007,110000.0,Diesel,Individual,Manual,Third Owner,6.470588235294118,2523.0,63.0,7,245000.0
Volkswagen,2015,120000.0,Diesel,Individual,Manual,Second Owner,4.3264503441494595,1498.0,103.2,5,515000.0
others,2008,60000.0,Diesel,Individual,Manual,Second Owner,6.875,1995.0,52.0,5,122000.0
Hyundai,2009,35000.0,Petrol,Individual,Manual,Third Owner,5.1489146895507325,1086.0,68.05,5,160000.0
Maruti,2007,120000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,110000.0
Maruti,2014,70000.0,Diesel,Individual,Manual,First Owner,3.492063492063492,1248.0,74.0,5,360000.0
